my_row_id,Zip_Code,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
2088,07407,21261,84578,39.1,4603,14760,1384,13585,1567,10598,17173,759,21205,38,21224,2545,434900,1979,3892,3328,255975,17618,3053,7407
2089,07410,34948,141540,40.8,3540,24074,1419,25849,1234,23811,27252,976,34823,43,34823,2136,488300,1836,9755,2554,489745,27866,3904,7410
2090,07416,5736,88557,49.2,1710,4395,255,4748,92,4600,4887,205,5726,0,5724,359,236400,1136,1635,941,103395,4926,848,7416
2091,07417,11010,204833,47.5,700,7471,321,8863,258,8605,8686,211,11010,0,11010,356,1135700,3043,3316,454,120385,8889,1185,7417
2092,07418,2473,178750,40.4,386,1701,74,2131,171,1898,1992,7,2473,0,2473,24,309600,,887,13,42875,2020,187,7418
2093,07419,9927,112555,43.5,1856,7209,545,7929,632,7420,8105,378,9927,0,9880,824,273300,1711,3138,919,171965,8226,1184,7419
2094,07420,5185,99375,43.5,1461,3935,179,3780,73,3243,4358,117,4898,16,4898,487,332900,1714,1311,546,61985,4359,1049,7420
2095,07421,7312,134179,45.2,1895,5357,314,6621,34,6451,6067,615,7312,10,7303,167,354300,2192,2563,240,160080,6079,792,7421
2096,07422,5401,106741,46.0,957,4068,361,4937,73,4670,4672,270,5401,0,5401,156,270700,1660,2066,83,112185,4679,658,7422
2097,07423,4234,250001,43.0,117,2618,72,3242,58,3037,3092,44,4234,0,4234,3,949800,1914,1299,110,57655,3207,374,7423
2098,07424,27474,106107,44.7,4414,19217,1183,20728,1253,17941,23639,942,27469,25,25798,1831,449700,1720,7353,3572,337595,24010,4713,7424
2099,07430,25471,120618,44.7,2289,16807,1138,19942,685,18202,21755,993,25424,0,22994,840,565900,2186,7759,1885,306975,22045,4206,7430
2100,07432,7011,135909,42.8,1004,5120,179,6195,132,5764,5801,357,7011,0,7004,100,559200,1750,1968,914,80425,5912,983,7432
2101,07435,2453,136600,49.5,451,1880,233,2275,16,2234,2101,134,2452,0,2452,10,455400,2527,787,243,30525,2171,465,7435
2102,07436,12731,162910,41.9,1640,8905,517,10906,108,10284,10354,389,12548,0,12440,299,535900,1536,3989,389,176655,10576,1407,7436
2103,07438,11209,120242,45.8,1978,8076,489,9567,189,9384,9191,367,11209,0,11144,784,385300,1377,3920,426,197415,9382,1242,7438
2104,07439,2215,107569,42.0,545,1661,126,1926,8,1794,1874,175,2215,0,2215,129,277100,1538,767,60,39335,1881,319,7439
2105,07440,4620,154038,37.7,728,3232,119,4092,0,3665,3660,57,4620,0,4620,108,493800,921,1343,163,59445,3766,566,7440
2106,07442,11052,113781,39.1,2192,7714,465,9234,59,8256,8848,251,11052,0,10959,960,373900,1716,3301,926,154295,9055,1593,7442
2107,07444,10941,111503,53.8,1820,8309,695,10010,186,9726,9602,312,10804,0,10784,753,484600,3370,3843,861,123690,9658,1293,7444
2108,07446,14739,160589,41.5,1154,9652,619,11550,92,11184,11585,222,14725,17,14739,225,657400,2134,4400,821,195735,11812,1989,7446
2109,07450,26054,211154,40.7,1284,16729,749,19239,455,18470,19672,485,25896,79,25899,618,858300,2349,7228,1475,328785,20091,2745,7450
2110,07452,12086,202586,39.3,566,7123,277,9334,166,9140,8542,334,12018,24,12086,276,786300,1909,3298,354,139655,8760,1065,7452
2111,07456,11692,141800,43.5,2151,8514,456,10061,211,9477,9694,334,11655,32,11646,262,417500,2178,4038,218,184540,9802,1573,7456
2112,07457,4081,103214,49.0,856,3070,182,3455,66,3087,3434,55,4081,0,4081,309,383000,2568,1334,570,59645,3511,458,7457
2113,07458,11676,233669,43.3,801,7982,358,8759,404,8325,9331,491,11658,0,11649,507,1156400,2871,3441,483,110940,9548,1218,7458
2114,07460,3131,105787,43.8,361,2218,132,2923,19,2779,2551,122,3131,0,3127,61,333500,2220,1215,114,59050,2723,278,7460
2115,07461,18275,103389,44.3,3743,13013,950,16564,216,15939,15367,687,18275,6,18185,1053,326100,1467,5802,1178,315215,15502,2685,7461
2116,07462,6712,92596,46.8,2056,5130,326,6041,63,5585,5966,130,6712,0,6693,509,240300,1563,2453,589,161435,6056,1081,7462
2117,07463,10068,150861,39.8,1316,6920,416,8517,106,7608,7617,123,10068,0,10059,260,546200,1964,3104,319,123985,7685,795,7463
2118,07465,6032,112366,47.8,1139,4527,370,5379,53,5080,5140,148,6032,0,6032,206,360200,2058,1972,448,104915,5187,840,7465
2119,07470,54557,147740,42.2,7272,36942,2327,42217,1637,39797,44596,1520,53721,144,51885,1429,565700,2038,14738,4169,666265,45172,6486,7470
2120,07480,14884,111786,47.4,2613,10770,985,13296,257,12716,12390,432,14734,56,14724,502,338200,1384,5233,691,238020,12621,1803,7480
2121,07481,16802,184458,46.9,1598,11723,824,15104,90,14677,13224,373,16367,9,16367,385,885400,2175,5307,530,182915,13400,1594,7481
2122,07501,35492,38776,30.8,8215,21223,669,5070,8647,2271,26035,1017,35444,190,35455,10213,283300,1353,1648,10524,286565,26596,6783,7501
2123,07502,17328,72036,33.6,3815,10373,702,3928,2062,2053,12824,1391,17328,67,17314,3858,329700,1418,2526,2035,172675,13121,2965,7502
2124,07503,19625,60431,34.5,5188,12399,505,6751,1862,4954,15381,693,19620,37,19509,3555,313500,1525,1814,4477,194180,15719,3768,7503
2125,07504,13781,64810,38.2,3249,9014,419,1978,5559,380,10832,700,13762,0,13762,2666,359900,1441,1492,2671,144665,11078,2115,7504
2126,07505,4592,23780,38.3,1426,3261,82,805,1151,387,3720,428,3963,10,3963,1784,375000,1009,54,1498,24765,3782,1442,7505
2127,07506,19456,105168,41.8,3355,14867,1015,14849,862,13568,16287,643,19435,0,19419,950,481500,1746,5148,2437,255735,16495,2576,7506
2128,07508,23631,95711,40.5,5661,16702,570,13790,2820,9164,19069,826,23550,54,23489,2150,412500,1693,5102,2962,286550,19418,3585,7508
2129,07512,10975,112097,43.9,2192,7869,595,8224,448,7412,8728,315,10858,12,10868,420,470700,1620,2929,852,134285,8817,1290,7512
2130,07513,11069,71023,35.1,2957,7410,199,1365,1831,285,8430,404,11069,0,11069,1526,344200,1524,1000,2161,99580,8534,2062,7513
2131,07514,18461,56686,35.6,4623,12171,615,1701,6553,687,13952,765,18311,56,18282,3380,271200,1406,1912,4255,184620,14253,2737,7514
2132,07522,22377,46711,30.6,5738,13304,773,4252,6658,870,16481,1710,22330,68,22114,6382,209400,1368,1498,5642,210975,16757,4169,7522
2133,07524,15139,47889,31.5,4143,9304,314,2769,4158,281,11216,774,15139,27,15139,3779,353200,1377,1120,3351,168215,11481,3003,7524
2134,07601,45758,79133,40.0,7861,35651,2131,18267,9343,12177,39348,1887,44886,66,44830,5547,353000,1750,7214,12556,665965,39645,8830,7601
2135,07603,8940,113260,42.2,1178,6409,577,4559,1156,2744,7296,326,8907,0,8935,341,429100,1771,2155,1044,130160,7330,927,7603
2136,07604,12080,114219,43.4,2058,8513,528,8790,762,6894,9930,431,12080,0,12055,1111,488700,1587,3049,1234,180305,10209,1945,7604
2137,07605,9291,110583,45.3,590,6611,577,3922,192,3140,7597,235,9291,0,9255,413,619700,1947,2310,1131,130495,7698,1130,7605
2138,07606,2820,87813,37.0,665,1973,134,1643,92,1082,2299,56,2820,0,2783,288,447000,1801,458,460,32525,2310,566,7606
2139,07607,10040,119057,44.7,1703,7430,487,5813,578,5102,8498,445,10021,0,10021,410,470100,1880,2593,1109,121385,8607,1441,7607
2140,07608,91,,39.4,14,62,5,69,5,28,71,2,90,0,90,47,,1783,0,27,1410,71,14,7608
2141,07620,1449,228194,49.2,76,1018,48,913,0,881,1152,57,1449,2,1449,66,2000001,2750,480,35,15020,1203,177,7620
2142,07621,28223,121738,40.5,4611,19458,1358,13237,2655,9394,22836,936,28223,68,28136,1844,437700,1651,6473,2833,456645,23245,3872,7621
2143,07624,8555,181652,40.4,744,5666,293,4186,287,3855,6527,176,8505,0,8483,641,774100,2558,2194,527,126020,6652,959,7624
2144,07626,9105,162430,45.0,915,6214,660,5712,111,5278,7123,176,8971,14,8971,237,722000,2075,2461,599,123995,7337,640,7626
2145,07627,4930,165119,45.6,204,3284,178,3511,16,3311,3639,112,4930,0,4930,23,938700,3501,1437,253,62515,3696,348,7627
2146,07628,18014,116708,42.3,2858,12754,1159,10867,674,9428,15150,535,18014,25,17984,1150,439800,1710,4760,1833,284340,15306,2258,7628
2147,07630,7281,141908,47.5,967,5322,516,5856,46,5679,5988,298,7089,0,7102,299,610800,2024,2321,305,94995,6128,590,7630
2148,07631,29109,93134,43.6,4023,21014,1557,12375,6817,8829,23982,1327,28927,19,28874,3902,453200,1729,6178,5139,376065,24293,4394,7631
2149,07632,5347,213261,49.0,377,3905,213,2466,97,2190,4373,194,5347,21,5336,120,1231400,3501,1539,321,79120,4415,520,7632
2150,07640,4826,183138,46.9,345,3344,160,3507,2,3439,3806,62,4826,24,4826,273,689900,3501,1696,41,67120,3870,458,7640
2151,07641,3342,215972,46.5,239,2139,81,2311,98,2250,2498,56,3342,0,3342,155,777400,,993,76,42365,2562,413,7641
2152,07642,10125,175802,42.2,902,6852,485,8204,204,7992,8335,171,10125,0,10081,311,636600,1755,3102,314,122785,8452,1136,7642
2153,07643,10954,72722,44.3,2327,8148,568,5544,412,4133,9500,551,10954,0,10954,983,389800,1705,1742,2592,157550,9524,1552,7643
2154,07644,25969,80044,38.7,5184,18116,1809,14812,2965,10397,21233,914,25931,0,25885,3112,423900,1596,4112,5167,351690,21499,3568,7644
2155,07645,8413,175179,43.4,931,6036,517,6437,154,6024,6888,126,8413,0,8413,290,673700,2038,2576,490,104615,7003,864,7645
2156,07646,16888,107976,40.3,2130,11815,1156,9597,776,8538,13277,589,16702,21,16702,750,480000,1669,3920,2250,225775,13494,1874,7646
2157,07647,5336,122222,44.8,806,3754,141,3149,63,2888,4395,98,5077,0,5077,283,554300,1697,1341,363,62565,4486,871,7647
2158,07648,5657,156630,48.1,787,3957,209,3461,34,3375,4638,70,5487,0,5487,169,633800,2121,1667,297,78620,4750,600,7648
2159,07649,8208,196023,44.6,640,5353,265,6472,121,6124,6495,154,8108,0,8108,311,692200,1917,2460,273,106730,6594,1007,7649
2160,07650,20231,93250,41.9,2904,15450,791,4836,447,3311,17713,694,20231,24,20231,2442,671400,1897,2669,4450,331565,17903,2996,7650
2161,07652,26582,136824,49.0,4006,19461,915,16517,911,14882,22387,1007,25155,0,25152,1227,684800,2648,6853,1557,295220,22670,3963,7652
2162,07656,9098,164241,47.8,1169,6475,341,7752,133,7288,7744,157,8901,0,8901,220,661300,1887,2629,574,111925,7819,1158,7656
2163,07657,11465,105609,41.2,1913,8444,610,5275,128,3642,9790,453,11465,0,11464,539,556000,1782,1859,2169,168570,9928,1743,7657
2164,07660,13161,94047,38.5,2294,9292,639,7246,839,4425,10533,803,13161,9,12934,1518,444600,1598,2775,2295,178875,10745,1684,7660
2165,07661,12022,150073,40.3,546,8341,454,7104,627,6637,9642,245,12022,0,12022,335,625000,1789,3414,955,178305,9801,1502,7661
2166,07662,5790,110944,48.1,1111,4388,341,4070,264,3321,5107,130,5618,0,5601,310,455400,1683,1876,500,66475,5161,805,7662
2167,07663,14320,123238,39.4,2546,10327,1042,11065,636,9179,11639,311,14294,0,14320,706,440800,1912,3572,1749,160260,11686,1786,7663
2168,07666,41427,130080,38.5,4676,27263,1790,19850,8814,17103,33183,1165,41235,102,40598,2079,479700,1721,10376,2957,581745,34105,6431,7666
2169,07670,15299,207652,42.2,583,9746,384,9448,210,9044,11039,540,15239,0,15244,460,951100,3053,3772,1304,223880,11326,1506,7670
2170,07675,26989,168662,43.3,2582,18582,1071,18884,631,17493,21514,492,26944,0,26920,895,655400,2143,7390,2219,347140,21984,3130,7675
2171,07676,9268,155930,46.7,1094,6772,471,8267,134,7808,7496,219,9268,0,9268,237,616800,2057,3200,162,104295,7695,846,7676
2172,07677,6096,227500,45.0,539,4226,130,4960,109,4826,4820,318,6027,0,6026,163,891300,2120,1878,242,64635,5100,512,7677
2173,07701,25253,109911,43.0,3383,19062,1726,20427,1216,19265,21046,592,25098,28,25080,1996,489600,1900,7343,3748,388800,21195,3348,7701
2174,07702,4138,158065,41.7,402,2708,155,3691,25,3682,3135,74,4006,0,4006,123,698900,3501,1201,187,39440,3244,357,7702
2175,07703,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,7703
2176,07704,6221,229643,40.5,212,3937,126,5778,220,5666,4486,114,6221,0,6210,60,898200,3501,1954,152,96395,4606,610,7704
2177,07711,1811,125750,40.4,162,1267,89,1422,5,1414,1393,42,1811,10,1811,56,921200,1567,534,103,22965,1396,234,7711
2178,07712,39271,91275,41.1,5611,29308,2014,24871,8259,22906,32664,1257,39271,23,39255,4366,504100,1437,8746,8578,471485,33094,6560,7712
2179,07716,8279,111611,49.0,1457,6469,381,7628,240,7464,7117,261,8182,0,8212,313,572700,1795,2438,1223,125610,7230,1285,7716
2180,07717,1792,106563,56.2,188,1425,52,1679,12,1611,1599,54,1792,0,1792,163,1168500,1628,594,274,23270,1625,185,7717
2181,07718,6667,160154,40.4,986,4697,507,5926,14,5850,5193,173,6667,0,6667,154,460600,1542,2288,123,113695,5335,795,7718
2182,07719,21994,116116,46.6,3232,16394,1262,19847,480,18833,18833,619,21737,2,21736,986,589600,1695,6651,2383,296605,19056,3744,7719
2183,07720,4151,89967,40.0,437,3301,164,3543,4,2877,3629,77,4151,0,4151,217,830400,1678,878,1045,50560,3677,1038,7720
2184,07721,3958,105302,30.4,485,2538,202,2226,693,1720,3189,88,3958,8,3909,245,337500,1912,746,720,69245,3205,807,7721
2185,07722,10014,185417,47.9,668,6839,539,8908,71,8537,8056,255,9933,0,9859,264,847000,2475,3260,286,129530,8212,886,7722
2186,07723,728,73796,41.9,143,462,28,529,13,481,623,15,728,0,728,106,1382600,1345,163,133,7740,623,93,7723
2187,07724,23739,96794,45.5,3539,17243,1640,17191,2213,16234,20053,955,23543,0,23562,2209,438000,1557,6994,2854,293745,20303,3690,7724
2188,07726,44707,144470,44.0,5699,31851,2371,36760,1722,34764,36106,1057,44560,24,44538,1918,568200,1798,14179,2111,824545,36893,5139,7726
2189,07727,6982,129857,43.7,1131,5020,388,5797,608,5599,5662,280,6970,0,6970,287,578000,1436,2171,417,84415,5699,651,7727
2190,07728,56896,104417,42.1,7690,38971,3602,43026,3268,38418,45600,1457,55904,58,55489,3551,454400,1768,16046,4692,801355,46651,7491,7728
2191,07730,16720,118034,46.6,4002,12382,1195,14462,156,13505,14220,385,16559,0,16518,640,434400,1188,5796,574,254760,14389,2080,7730
2192,07731,39684,129501,38.6,6622,26539,2128,32380,1316,30130,31531,1174,39673,0,39630,2464,418700,2164,11966,1323,624095,32306,5647,7731
2193,07732,4740,87039,46.9,638,3949,366,4071,34,3909,4131,167,4682,0,4734,282,398200,1725,1705,831,76060,4131,987,7732
2194,07733,17130,171071,47.7,1286,11858,829,13002,155,12652,13786,266,16771,69,16771,730,801100,3115,5443,583,213030,13987,1525,7733
2195,07734,13540,84508,41.8,3365,9542,548,10025,1312,9326,11129,312,13400,0,13376,1644,283200,1558,3079,2022,198200,11291,2132,7734
2196,07735,19369,93839,44.8,3820,14569,1230,14950,1219,13065,16341,704,19369,0,19369,880,342000,1328,6095,1800,279395,16497,3055,7735
2197,07737,4181,126136,37.2,687,2741,220,3440,199,3267,3367,252,4167,11,4181,167,433800,1440,1332,158,85190,3394,621,7737
2198,07738,6793,186875,44.4,696,4686,246,5675,2,5587,5368,297,6764,0,6764,82,674300,871,2119,205,98745,5438,796,7738
2199,07739,6104,216974,46.3,337,4282,185,6075,0,6022,4791,110,6104,0,6104,72,817200,3501,2162,86,89550,4879,522,7739
2200,07740,32091,72520,36.5,5376,21071,1126,20741,4369,18188,25941,1201,32006,69,31722,6017,450400,1646,5520,7356,437720,26260,5209,7740
2201,07746,18230,179102,45.7,1525,12188,722,13645,191,13239,14463,412,18230,0,18221,723,609200,2736,5715,269,266225,14847,1755,7746
2202,07747,32749,123183,42.2,5146,24469,1753,23998,2343,22765,27137,1033,32535,46,32456,1798,438200,1894,10019,3118,574480,27432,4464,7747
2203,07748,28112,141241,43.5,4013,19214,1444,24637,436,23458,22765,850,28112,0,28112,1245,523400,1512,8582,1535,440610,23033,3728,7748
2204,07750,3199,144792,57.9,301,2614,184,2786,24,2680,2852,72,3199,0,3199,82,912700,2097,1183,337,34240,2852,320,7750
2205,07751,21311,168351,41.2,1801,14000,1008,14143,529,13357,16877,328,21304,0,21304,568,658800,2443,6548,683,352460,17417,2491,7751
2206,07753,37243,85352,44.5,6156,26962,2136,21597,10505,19445,31532,1802,36634,9,36547,3625,370200,1639,10723,5162,406175,31862,6110,7753
2207,07755,6495,126397,35.4,966,3984,260,5280,201,5104,5016,222,6495,41,6450,477,592200,2331,1635,392,78305,5064,901,7755
2208,07756,3246,72500,61.6,282,3096,204,2948,59,2927,3158,128,3121,0,3121,154,771700,1324,942,896,36460,3158,420,7756
2209,07757,6119,132723,51.8,758,4409,363,5540,31,5322,5250,238,6119,13,6119,224,644200,,2277,182,90675,5286,741,7757
2210,07758,4462,116927,44.1,805,3060,295,3712,167,3587,3754,108,4462,0,4462,212,431300,1191,1306,335,79815,3826,608,7758
2211,07760,9613,201534,45.8,401,6310,334,9209,8,9034,7693,270,9613,38,9575,415,1178200,1891,3018,453,148125,7900,1536,7760
2212,07762,8196,111366,54.8,852,6507,378,7547,21,7499,7147,213,8196,0,8196,379,746000,1693,2667,1351,110840,7194,889,7762
2213,07764,8547,114036,31.4,941,4993,278,7431,474,7165,7090,339,8547,24,7175,440,611600,1862,2008,739,86670,7193,1288,7764
2214,07801,26548,70942,39.4,5050,18200,1392,11005,2072,6063,21256,878,26183,24,26250,3209,342100,1714,4247,4652,337030,21772,4345,7801
2215,07803,3990,110208,42.5,695,2779,390,2778,72,2341,3245,92,3990,0,3990,234,363600,1807,1269,127,52780,3282,492,7803
2216,07820,1,,-666667000.0,1,1,0,1,0,1,1,1,1,0,1,1,,,0,0,,1,1,7820
2217,07821,9571,143477,41.9,1084,6587,533,8519,125,8190,8060,354,9571,0,9564,166,380300,1622,3237,330,150225,8275,1402,7821
2218,07822,947,105882,46.5,145,579,64,826,53,762,719,6,947,0,947,18,424300,,322,0,15645,728,154,7822
2219,07823,7644,75104,54.5,2142,6096,508,7133,127,6843,6744,182,7556,0,7556,736,292300,866,2321,1237,123555,6860,796,7823
2220,07825,9723,120436,47.7,1829,7122,573,8947,99,8595,8229,414,9628,0,9611,469,400800,1479,3131,388,152785,8335,1445,7825
2221,07826,5529,112277,46.4,1286,4137,275,4973,21,4846,4703,150,5516,0,5503,200,341900,1669,1917,254,87750,4757,798,7826
2222,07827,4117,103594,41.8,808,3031,354,3652,15,3572,3358,145,4112,0,4108,358,277900,1350,1492,134,68175,3431,600,7827
2223,07828,14083,90120,38.0,2277,10147,858,10041,1420,8707,11330,354,14083,22,14083,860,386000,1443,3050,2647,235110,11523,2055,7828
2224,07830,7748,168900,50.8,813,5799,285,7069,295,6982,6365,151,7744,0,7744,101,609800,1614,2703,160,116130,6471,612,7830
2225,07831,30,,-666667000.0,16,30,0,30,0,30,30,0,30,0,30,0,,,16,0,,30,0,7831
2226,07832,3175,110250,48.5,487,2339,143,2893,50,2852,2550,68,3142,0,3121,82,321100,1676,1136,120,47870,2609,262,7832
2227,07833,112,56875,47.8,35,112,22,112,0,112,112,16,112,0,112,0,243800,,61,0,,112,41,7833
2228,07834,18048,155356,44.4,2022,13008,698,14759,338,14446,14863,612,17933,134,17947,636,512700,1777,5746,1027,205675,15041,1799,7834
2229,07836,12034,141646,42.7,1312,8393,810,9413,249,8949,9708,394,12022,0,12034,574,482300,1822,3174,1464,170910,9834,1310,7836
2230,07838,3190,108810,49.1,599,2321,263,3084,4,2988,2787,71,3188,0,3186,184,363600,1777,1082,152,58395,2823,454,7838
2231,07840,32952,104664,42.6,5195,22968,1820,25100,2274,23282,27184,1255,32679,118,32021,1675,353500,1417,9062,3728,500885,27563,3929,7840
2232,07842,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,7842
2233,07843,11102,105262,41.2,2395,8327,866,9002,404,8319,9194,254,11102,0,11092,475,286500,1608,3770,629,205950,9374,1535,7843
2234,07844,104,75833,25.6,28,57,0,63,0,63,104,0,104,0,104,3,,1243,11,35,2010,104,55,7844
2235,07846,22,,52.3,4,16,4,22,0,22,22,0,22,0,22,0,,,8,0,,22,0,7846
2236,07847,1685,77519,44.1,403,1296,125,1245,144,1245,1359,9,1685,0,1685,60,325700,2062,573,128,25100,1385,300,7847
2237,07848,4425,107500,53.6,1058,3615,231,3961,51,3840,3790,52,3854,0,3854,302,406000,1407,1333,217,58585,3827,432,7848
2238,07849,8573,115670,46.6,1362,6243,394,6913,540,6457,7073,108,8558,0,8453,368,407900,1537,2963,345,136395,7174,910,7849
2239,07850,7266,95739,38.5,1112,4755,581,5244,638,4781,5937,92,7266,0,7266,658,351300,1667,1894,581,140045,6107,1093,7850
2240,07851,363,100556,38.6,22,260,0,306,0,306,282,0,363,0,363,0,316000,,144,16,4100,282,34,7851
2241,07852,4095,92115,47.3,286,2790,289,3088,355,2999,3646,472,4095,0,4095,165,426600,1547,1315,263,54705,3677,563,7852
2242,07853,12548,196011,44.5,1111,8426,552,10757,100,10303,10213,350,12548,0,12545,376,561300,1760,4089,177,181550,10395,1137,7853
2243,07856,4429,95398,46.0,794,3274,312,3556,301,3387,3752,87,4429,0,4404,210,381600,2299,1267,648,75105,3770,556,7856
2244,07857,3564,84375,43.1,657,2752,203,2868,286,2396,3072,44,3564,0,3554,329,332600,1383,978,916,45405,3092,637,7857
2245,07860,26507,103876,47.3,5243,19767,1994,23502,1008,22345,22331,932,26033,21,25999,2200,319100,1396,8272,2075,383375,22752,3610,7860
2246,07863,3582,87841,50.3,1061,2851,157,3202,51,3047,3267,136,3467,0,3465,292,263600,1341,1303,203,59370,3315,686,7863
2247,07865,2533,128558,41.5,389,1532,145,2037,36,1892,1891,125,2533,0,2533,196,418100,1943,594,161,28400,2001,301,7865
2248,07866,22383,123710,43.9,2443,15733,1190,19125,307,17567,18230,663,22383,0,22383,1082,409900,1600,6982,1399,277985,18578,3241,7866
2249,07869,26058,166618,40.2,1542,17379,1148,18511,831,17386,20320,595,25973,0,25851,1154,618400,1739,6834,2252,366920,20753,2862,7869
2250,07870,29,,64.1,3,29,0,29,0,29,29,0,29,0,29,3,,,13,0,,29,0,7870
2251,07871,21020,159924,42.4,2057,14377,1112,18649,68,17757,16592,531,20997,93,20995,855,454900,1800,6899,776,334470,16956,2230,7871
