my_row_id,Zip_Code,Population,Median_Income,Median_Age,Bachelor_Degree,Total_Education_Population,Graduate_Professional_Degree,White_Alone,Black_Alone,Hispanic_Latino,Employment_Status,Unemployment,Total_Health_Insurance_Coverage,Without_Health_Insurance,Total_Pop_Poverty_Status,Below_Poverty_Level,Median_Home_Value,Median_Gross_Rent,Owner_Occupied_Units,Renter_Occupied_Units,Means_of_Transportation_to_Work,Total_Pop_Marital_Status,Married_Population,ZCTA
20106,58064,463,70625,37.8,56,299,50,446,4,442,342,12,463,0,463,53,251100,469,146,45,3270,342,38,58064
20107,58065,9,,71.5,4,9,0,9,0,9,9,0,9,0,9,5,206300,,7,0,,9,0,58065
20108,58067,259,91250,34.2,21,164,29,243,0,243,178,1,259,0,259,5,125000,765,80,14,2355,178,15,58067
20109,58068,314,76042,39.3,73,223,46,286,0,286,255,3,314,0,314,2,81300,,112,19,7470,265,62,58068
20110,58069,130,65000,52.0,57,105,20,130,0,130,105,0,130,0,130,6,83300,,42,16,1075,107,7,58069
20111,58071,411,92500,49.8,52,324,53,406,0,405,351,4,411,2,411,30,162900,542,137,47,4960,354,37,58071
20112,58072,7928,58803,41.9,1559,5294,743,7193,201,7061,6505,146,7711,0,7354,1030,163800,781,2516,1120,62180,6612,1451,58072
20113,58074,35,,-666667000.0,0,35,35,35,0,35,35,0,35,0,35,0,,,19,0,,35,0,58074
20114,58075,8955,60451,36.5,1085,5716,1339,8129,102,8017,7442,111,8836,7,8254,1297,162200,736,2136,1716,82410,7552,1693,58075
20115,58076,528,,19.6,0,85,0,485,25,481,528,19,528,0,0,0,,,0,0,2550,528,248,58076
20116,58077,759,96667,40.9,104,531,101,739,5,738,587,4,756,1,757,28,260400,1053,257,39,11530,599,40,58077
20117,58078,39243,97231,32.5,3622,24563,3358,34867,1106,34590,29505,190,39093,264,39101,2602,283200,1047,10085,5198,396785,29879,4752,58078
20118,58079,452,79750,43.4,114,318,46,452,0,452,344,0,440,0,449,41,272300,,153,0,7080,363,40,58079
20119,58081,785,81667,37.6,91,521,154,746,0,739,572,12,785,0,785,67,169000,,307,47,8405,592,87,58081
20120,58102,32256,56823,29.1,2673,18221,2197,28358,945,27730,27660,875,32011,15,30599,6111,229100,798,6600,7585,277680,27933,8641,58102
20121,58103,48577,56786,34.2,6068,32982,4309,36264,6156,35527,39414,1172,47775,203,47741,6621,230400,817,9397,13755,404770,39939,9315,58103
20122,58104,46165,85919,34.0,3998,29894,4230,39115,3620,38898,36964,679,45594,0,45819,3546,332200,1030,9794,10429,420210,37557,7114,58104
20123,58105,2533,,19.2,0,27,0,2164,86,2142,2473,156,2532,0,82,0,,,11,5,13720,2473,1229,58105
20124,58201,42353,65498,31.9,4520,26704,3498,35348,1893,34834,34257,798,41366,73,41750,5605,262000,941,9398,9481,344345,34611,7864,58201
20125,58202,2976,28777,19.3,0,48,0,2558,80,2500,2976,209,2962,0,377,279,,1321,0,147,10525,2976,1610,58202
20126,58203,16280,54692,28.3,1990,9186,1291,13083,587,12774,13542,281,16037,38,15515,3214,195600,887,3125,4272,124525,13712,4039,58203
20127,58204,1860,70500,22.4,54,760,187,1436,88,1383,1102,9,1392,0,1856,122,,1563,0,530,8365,1109,95,58204
20128,58205,253,,21.0,0,22,2,192,37,123,253,0,0,0,0,0,,,0,0,2555,253,219,58205
20129,58210,269,55000,49.4,51,191,36,269,0,261,205,5,269,0,269,26,95000,638,106,16,2255,205,21,58210
20130,58212,370,58250,50.6,77,310,21,332,0,329,327,1,354,2,354,17,84400,375,116,60,2290,328,76,58212
20131,58214,418,104500,49.1,50,323,99,403,0,402,338,0,418,0,418,0,201300,771,159,21,7045,338,20,58214
20132,58216,168,151563,39.4,7,109,19,160,8,160,144,1,168,0,168,14,229500,,43,12,1330,144,37,58216
20133,58218,775,66625,40.3,141,510,72,760,0,760,547,3,775,1,773,78,222100,675,262,41,6695,563,62,58218
20134,58219,69,,70.2,5,69,27,69,0,69,69,0,69,0,69,0,80900,,39,0,,69,0,58219
20135,58220,2204,60250,44.5,287,1617,264,2035,45,2026,1811,85,2137,0,2137,167,142800,771,659,325,14070,1828,222,58220
20136,58222,209,42500,60.1,30,162,17,189,0,189,188,1,209,0,209,16,64200,1328,89,15,1565,188,22,58222
20137,58223,138,64821,60.5,41,111,11,138,0,138,120,0,138,0,138,4,284100,,57,12,1985,120,31,58223
20138,58224,55,122000,59.6,4,48,3,55,0,55,55,0,55,0,55,0,68300,,26,0,,55,3,58224
20139,58225,1081,69632,43.8,250,772,119,1036,1,1028,823,14,1081,0,1081,53,115100,584,365,98,7950,838,111,58225
20140,58227,535,80000,47.8,136,395,46,512,7,507,452,0,535,0,529,27,113100,,193,35,6190,456,65,58227
20141,58228,716,63854,34.8,86,477,55,591,53,578,556,13,711,3,716,68,159800,821,234,105,8485,563,118,58228
20142,58229,62,40000,64.0,14,55,9,62,0,62,59,1,62,0,62,10,94000,,36,0,280,59,4,58229
20143,58230,568,87794,48.6,150,415,33,558,0,557,461,6,568,0,568,119,84500,575,178,66,4005,479,67,58230
20144,58231,459,78375,35.8,50,302,64,441,5,441,358,1,459,0,432,10,79700,,159,14,5120,359,41,58231
20145,58233,277,91029,52.6,40,218,29,261,1,253,247,0,277,0,277,23,145800,,133,17,2730,250,43,58233
20146,58235,577,61875,41.3,76,353,66,536,0,498,433,9,575,0,577,57,94100,1063,198,14,5855,433,35,58235
20147,58236,42,250001,82.3,0,38,0,42,0,42,42,2,42,0,42,0,,,34,2,,42,2,58236
20148,58237,5156,66050,40.3,1151,3479,404,4363,68,3883,3988,72,4976,17,5005,457,121800,646,1514,620,36270,4048,637,58237
20149,58238,104,100417,47.7,14,76,7,104,0,104,76,0,104,0,104,4,73300,,34,1,1505,76,6,58238
20150,58239,20,,43.7,3,18,0,20,0,20,18,0,20,0,20,8,75000,,12,3,,18,3,58239
20151,58240,1171,72917,45.6,209,846,139,1046,4,1042,926,9,1111,0,1122,40,157900,598,417,66,10700,942,132,58240
20152,58241,218,76875,20.2,16,83,1,202,0,202,160,0,218,0,218,24,,1554,41,30,1080,160,39,58241
20153,58243,546,59519,43.3,87,368,69,491,0,433,437,8,546,0,546,91,117300,1021,204,25,3425,441,76,58243
20154,58244,43,85313,48.8,3,34,9,38,0,38,35,5,42,0,43,2,,,17,0,830,37,1,58244
20155,58249,2224,59211,50.4,391,1604,249,2110,0,2109,1766,5,2152,0,2152,249,142200,702,750,192,14655,1808,176,58249
20156,58250,210,80000,48.0,39,138,28,210,0,210,171,0,210,0,210,36,83300,567,72,26,1475,176,35,58250
20157,58251,1941,85938,46.7,356,1403,131,1792,13,1750,1589,26,1897,0,1878,100,186500,704,681,164,23150,1589,178,58251
20158,58254,516,81607,54.1,118,400,45,510,0,510,452,0,495,0,495,27,100800,542,189,38,5065,464,78,58254
20159,58255,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,58255
20160,58256,824,88000,37.8,184,556,99,782,4,782,591,11,824,12,815,45,199600,1125,277,29,8380,614,90,58256
20161,58257,2340,78365,28.9,335,1308,130,2111,62,2009,1973,41,2233,0,1994,210,188200,747,423,424,19200,2002,573,58257
20162,58258,263,53750,51.5,107,195,26,263,0,255,203,4,263,0,263,2,99000,,139,2,2570,203,10,58258
20163,58259,470,59583,53.9,136,393,65,412,0,412,422,6,470,0,470,23,101800,967,181,62,5565,436,52,58259
20164,58260,227,62857,52.1,22,163,34,219,0,219,165,8,227,0,227,1,84000,,66,8,915,165,8,58260
20165,58261,1295,65833,44.2,258,907,172,1209,0,1144,990,25,1295,0,1295,162,119500,650,492,38,13350,1015,108,58261
20166,58262,116,,69.1,49,100,5,99,0,99,102,2,60,0,60,4,,,17,6,,102,11,58262
20167,58265,561,82639,38.9,125,388,52,512,6,489,438,8,561,1,561,64,103600,,169,12,3845,451,95,58265
20168,58266,157,86625,42.9,13,104,11,156,0,156,105,0,157,2,157,0,75500,,33,28,2025,105,12,58266
20169,58267,1426,86154,40.0,184,948,208,1379,0,1376,1067,4,1379,0,1348,104,194300,741,432,100,10860,1086,162,58267
20170,58269,219,36406,60.9,59,200,29,164,0,164,202,1,185,5,180,19,73600,1086,96,26,1655,202,7,58269
20171,58270,1905,71458,48.7,376,1396,224,1787,7,1763,1549,7,1838,0,1838,141,115700,1006,585,198,16335,1559,181,58270
20172,58271,590,86364,43.3,144,431,79,524,0,506,473,13,590,0,590,51,129200,681,175,57,2680,475,68,58271
20173,58272,229,73750,58.9,27,168,26,211,0,211,174,0,228,0,214,9,108800,950,104,4,2875,176,13,58272
20174,58273,154,54583,55.6,50,131,16,119,0,119,141,1,154,0,154,32,61700,,74,4,950,141,29,58273
20175,58274,925,81500,37.4,120,640,111,865,7,865,668,10,925,0,925,25,187500,507,324,66,5865,677,58,58274
20176,58275,796,87083,41.0,126,565,85,746,0,746,629,13,796,0,796,19,190800,,284,41,9925,632,93,58275
20177,58276,434,80500,55.2,97,356,57,399,0,383,371,0,434,0,426,37,78900,531,196,16,4395,374,69,58276
20178,58277,151,82125,55.2,11,118,14,151,0,151,131,0,151,0,151,3,185400,,58,7,1080,131,17,58277
20179,58278,1882,94125,47.5,278,1393,221,1801,0,1794,1507,19,1880,0,1875,73,280600,756,710,65,20220,1526,164,58278
20180,58281,58,117708,68.2,18,52,0,58,0,58,55,0,58,0,58,0,,,25,0,390,55,8,58281
20181,58282,1254,44375,45.3,254,859,74,1059,0,1049,1029,16,1215,0,1167,177,110200,587,423,186,14635,1030,197,58282
20182,58301,10190,58272,38.1,1509,6826,1272,8276,62,8256,7848,40,9832,169,9791,1646,201700,662,2591,1798,77560,7964,1162,58301
20183,58310,10,,-666667000.0,0,10,5,10,0,10,10,0,10,0,10,0,,,5,0,,10,0,58310
20184,58311,69,113750,35.8,27,58,0,69,0,69,64,0,69,0,69,10,137500,,28,6,605,64,7,58311
20185,58313,49,,57.9,14,39,3,49,0,47,41,5,49,0,49,3,83300,,22,3,350,41,7,58313
20186,58316,5920,54722,27.8,437,3219,706,114,87,114,4108,156,5887,40,5702,1496,86600,450,1102,556,27980,4205,1286,58316
20187,58317,188,,33.5,47,115,11,188,0,188,127,3,188,0,188,30,,,67,6,1640,146,34,58317
20188,58318,3874,79830,43.1,633,2601,328,3434,31,3419,3130,84,3782,50,3579,323,199600,678,1195,350,29585,3142,507,58318
20189,58321,99,109375,53.1,31,74,12,99,0,99,85,0,99,0,99,1,260900,,29,4,795,85,8,58321
20190,58323,80,172500,18.6,5,30,9,80,0,80,47,0,80,0,80,0,,,18,0,550,59,19,58323
20191,58324,1388,56875,47.0,220,990,169,1152,8,1122,1073,14,1358,7,1336,151,148100,659,415,183,7115,1102,211,58324
20192,58325,64,,54.5,7,62,25,57,0,57,62,0,64,0,64,3,,,18,1,,62,25,58325
20193,58327,354,113438,27.9,38,209,55,307,3,307,259,2,345,1,326,6,235700,,118,3,6010,265,41,58327
20194,58329,2940,48610,31.2,418,1773,184,439,0,394,2130,50,2921,62,2902,979,74800,395,518,327,21625,2154,406,58329
20195,58330,514,65908,71.9,117,434,32,414,0,410,473,1,490,1,490,83,82700,775,183,82,4125,473,36,58330
20196,58331,172,77917,49.1,30,125,25,143,0,143,143,0,172,0,172,36,77500,,78,7,1870,145,49,58331
20197,58332,227,62875,56.1,66,175,6,212,11,212,192,14,227,0,227,42,81200,641,87,30,1235,192,26,58332
20198,58335,1256,25313,15.5,94,400,92,22,0,22,612,10,1252,5,1240,563,38100,400,92,109,1970,642,248,58335
20199,58338,104,59375,51.6,7,74,5,104,0,104,87,0,103,0,104,6,113100,,45,8,615,87,6,58338
20200,58339,23,33438,20.1,1,8,3,23,0,23,12,0,23,0,23,12,,,1,6,,12,4,58339
20201,58341,2526,49554,49.8,589,1818,177,2406,0,2339,2039,17,2440,0,2426,305,133700,587,783,355,18100,2061,244,58341
20202,58343,55,92813,66.8,24,48,10,51,0,51,51,1,55,0,55,3,217500,,21,0,,51,6,58343
20203,58344,1012,60474,35.0,131,637,93,921,0,900,762,8,954,0,954,183,121000,565,247,120,5320,778,104,58344
20204,58345,157,79167,37.8,29,94,8,157,0,157,144,0,157,0,157,3,83300,,52,4,3060,144,28,58345
20205,58346,546,62813,43.4,87,379,55,531,0,523,435,6,546,0,546,39,86600,612,193,55,5120,435,77,58346
20206,58348,727,56563,51.7,157,541,98,709,1,707,611,6,724,0,724,119,71700,569,257,97,4215,615,82,58348
20207,58351,345,78750,54.1,56,270,62,289,0,289,295,3,345,0,345,57,109200,707,124,33,2610,305,59,58351
20208,58352,480,72589,37.7,71,337,77,406,0,406,357,1,480,0,480,70,118400,715,155,20,3825,363,89,58352
20209,58353,92,123000,62.2,27,77,3,92,0,92,88,0,92,0,92,3,214300,610,30,18,615,90,11,58353
20210,58355,49,74000,34.3,7,32,2,49,0,49,32,0,49,0,49,0,,,18,0,,32,0,58355
20211,58356,1711,48512,46.2,339,1261,147,1599,0,1587,1427,24,1629,0,1618,172,105600,604,520,283,10480,1438,220,58356
20212,58357,557,75195,36.6,70,347,17,86,0,86,410,0,557,0,557,144,50900,,150,29,2690,418,126,58357
20213,58361,264,122500,52.5,27,182,33,261,0,253,227,2,264,0,262,21,227500,775,78,22,2780,227,38,58361
20214,58362,20,,-666667000.0,0,20,9,20,0,20,20,0,20,0,20,0,,,9,0,,20,0,58362
20215,58363,74,89750,60.4,22,71,17,74,0,74,74,0,74,0,74,3,,,39,0,475,74,11,58363
20216,58365,167,54464,55.0,29,152,28,156,0,156,159,0,167,0,167,32,61400,515,76,25,2135,159,19,58365
20217,58366,873,64500,33.4,147,534,62,581,5,576,632,13,851,0,839,104,134500,559,217,89,9225,632,130,58366
20218,58367,1519,56667,33.8,169,868,105,652,1,652,1015,64,1482,5,1464,253,104200,660,298,200,6160,1029,189,58367
20219,58368,3408,57055,42.5,625,2366,274,3176,10,3168,2702,13,3248,0,3238,390,155200,759,1149,303,18355,2741,391,58368
20220,58369,1011,80750,42.3,240,735,149,394,9,394,836,25,1011,6,1011,134,181800,706,287,54,9535,866,195,58369
20221,58370,1255,43438,24.8,164,623,118,151,3,151,792,4,1247,13,1247,463,68600,385,182,94,3890,850,261,58370
20222,58372,115,66875,40.5,11,61,12,111,0,111,76,0,115,0,115,5,,,33,0,590,76,4,58372
20223,58374,534,63750,55.3,94,414,62,295,0,295,450,5,534,0,534,80,111300,543,224,47,4010,459,129,58374
20224,58377,221,103750,58.5,23,188,42,214,0,214,191,1,221,0,221,5,159600,575,80,25,2320,194,15,58377
20225,58379,286,40156,22.0,31,135,29,22,0,22,164,0,286,0,286,109,,733,27,38,1090,164,55,58379
20226,58380,431,68125,49.2,43,296,82,401,0,398,334,0,431,4,431,45,155400,542,141,40,3235,335,76,58380
20227,58381,440,108000,35.9,35,293,42,248,0,248,341,0,440,0,440,55,246900,833,145,13,4575,346,46,58381
20228,58382,116,88676,61.3,37,114,16,116,0,116,116,1,116,0,116,8,187500,,67,7,1140,116,5,58382
20229,58384,258,89167,56.9,62,235,53,248,0,248,235,0,258,0,258,15,80800,621,116,22,6455,242,33,58384
20230,58385,196,101875,37.0,26,127,25,179,0,179,139,1,196,3,196,16,142900,,42,10,870,145,15,58385
20231,58386,62,126250,59.3,7,48,13,62,0,62,62,0,62,0,62,6,53300,,26,7,730,62,11,58386
20232,58401,17410,57278,41.6,3993,12620,1200,16045,372,15762,14423,486,16607,0,16564,2168,200400,745,4686,3054,118355,14579,2558,58401
20233,58402,114,,80.0,29,112,1,102,1,102,112,1,30,0,30,26,,,0,0,,112,55,58402
20234,58405,680,,19.6,3,8,2,545,65,541,680,21,680,0,1,1,,,0,1,1745,680,342,58405
20235,58413,992,63167,59.4,256,831,176,941,0,940,892,0,952,0,952,147,63300,538,415,117,5120,892,125,58413
20236,58415,211,,38.6,49,140,19,211,0,211,155,0,211,0,211,11,,,60,3,1305,161,16,58415
20237,58416,404,57500,55.1,104,293,48,399,0,389,331,4,404,0,404,35,96700,,156,22,2915,333,65,58416
20238,58418,415,58068,53.2,95,325,38,414,0,414,338,0,415,3,415,78,82200,,180,27,4140,341,61,58418
20239,58420,358,105000,32.5,63,196,17,338,1,338,255,0,350,0,355,11,191700,,104,4,4990,257,40,58420
20240,58421,2981,80461,44.9,583,2169,398,2819,16,2819,2412,0,2873,3,2876,243,168300,720,1007,300,18470,2462,283,58421
20241,58422,202,137500,28.3,17,119,22,195,0,195,119,0,202,0,201,2,154200,,59,9,1570,119,0,58422
20242,58423,60,40833,75.4,19,60,6,56,0,56,60,0,60,0,60,7,117900,,42,0,,60,2,58423
20243,58424,445,75625,26.6,109,260,20,445,0,445,331,2,445,1,445,5,238400,,120,15,5650,335,136,58424
20244,58425,1316,75938,50.0,241,963,85,1236,0,1236,1071,6,1225,0,1220,83,128600,497,403,102,7845,1095,144,58425
20245,58426,195,76250,41.6,37,116,8,195,0,195,122,0,195,0,195,0,131300,,52,11,1645,127,9,58426
20246,58428,233,60625,42.0,17,166,21,215,0,215,173,1,233,0,233,6,165100,,67,36,1615,188,54,58428
20247,58429,271,78750,46.4,63,206,22,268,0,257,211,0,269,0,271,25,190300,,111,25,2955,211,34,58429
20248,58430,150,54712,46.8,43,106,17,150,0,150,135,0,150,0,150,1,143800,,55,0,280,135,38,58430
20249,58431,135,106429,64.5,19,121,18,135,0,135,130,0,135,0,135,1,196400,,60,4,1245,130,13,58431
20250,58433,1229,56875,49.6,261,897,120,1208,5,1203,983,10,1202,4,1171,210,120000,524,414,115,7310,994,88,58433
20251,58436,1715,52321,37.1,246,1067,212,1604,0,1585,1394,23,1644,0,1528,131,171400,779,456,183,11610,1437,287,58436
20252,58438,730,72647,53.1,155,544,65,722,0,722,588,7,730,0,730,74,69900,702,269,65,4325,598,59,58438
20253,58439,248,,43.0,56,161,6,248,0,248,203,0,248,0,212,91,,,66,0,1565,203,22,58439
20254,58440,90,55000,40.9,46,67,3,84,0,84,67,5,90,0,88,5,88300,,33,11,875,67,10,58440
20255,58441,324,77500,44.6,62,207,24,251,11,237,245,0,324,0,324,5,121900,,90,6,1930,248,15,58441
20256,58442,496,56364,48.0,94,351,68,454,2,432,378,5,462,0,462,90,94100,,166,26,2135,378,38,58442
20257,58443,135,57500,48.1,6,96,25,135,0,116,114,0,135,0,135,4,46800,,65,11,1480,114,7,58443
20258,58444,161,68214,58.7,36,135,8,154,0,152,146,2,161,0,161,9,58100,579,67,19,1855,147,20,58444
20259,58445,208,80729,30.1,5,106,17,207,0,207,131,3,208,15,208,5,,,50,5,1830,138,23,58445
20260,58448,339,61458,54.8,80,255,33,339,0,339,296,0,339,0,339,22,125000,658,114,41,4680,302,80,58448
20261,58451,66,57143,60.0,27,54,2,61,0,61,56,0,66,0,66,2,114000,,31,3,690,56,4,58451
20262,58452,52,,13.4,15,19,0,52,0,52,19,4,52,0,52,4,,,13,0,,19,0,58452
20263,58454,326,64375,49.0,69,219,24,290,0,288,278,11,322,4,322,19,99500,483,134,7,2310,283,42,58454
20264,58455,384,76000,33.9,72,258,37,364,0,364,270,0,384,0,384,16,120800,856,99,15,3950,276,13,58455
20265,58456,601,72500,34.2,122,401,40,552,0,552,458,8,601,0,601,47,95200,650,220,28,3350,463,48,58456
20266,58458,1089,69813,43.1,171,749,46,1030,11,1030,906,6,1043,0,1043,140,150400,650,330,85,10060,906,158,58458
20267,58460,137,55417,54.5,46,104,13,131,0,131,123,2,137,0,137,10,52800,581,49,9,715,123,13,58460
20268,58461,442,66250,35.9,65,333,49,427,0,427,349,10,442,0,442,75,157300,675,153,23,4810,349,30,58461
20269,58463,579,69063,57.9,168,493,49,534,0,534,535,3,577,0,577,49,85000,403,234,70,5605,537,103,58463
20270,58464,229,54464,39.8,35,141,11,204,0,204,153,3,229,0,208,54,153100,,91,4,1560,153,24,58464
20271,58466,460,71580,58.6,48,391,40,338,0,338,400,1,460,0,460,4,112600,608,194,11,2610,400,11,58466
20272,58467,558,65875,48.0,135,394,58,549,0,547,446,4,558,0,558,84,78100,613,192,39,6385,446,56,58467
20273,58472,398,83750,41.3,88,275,32,385,0,382,293,0,398,8,382,27,179200,950,153,14,4840,295,26,58472
20274,58474,2806,75066,38.5,428,1811,340,2569,0,2471,2161,48,2734,0,2705,254,166000,698,873,232,26870,2183,342,58474
20275,58475,121,,61.5,28,107,9,121,0,121,112,0,121,0,121,43,,,76,1,2405,114,29,58475
20276,58476,412,,50.1,15,291,20,411,0,411,310,0,412,0,412,147,115700,1286,218,15,6630,310,19,58476
20277,58477,147,71000,23.2,20,64,4,146,0,146,104,0,147,0,147,2,96500,,39,15,3275,104,6,58477
20278,58478,126,,64.2,21,117,19,126,0,126,119,6,126,0,126,4,,,64,7,1180,121,7,58478
20279,58479,161,70875,55.1,42,129,28,161,0,160,142,2,161,0,154,14,151800,,73,6,2615,142,14,58479
20280,58480,196,76023,56.0,57,156,23,183,0,183,177,9,196,0,196,8,58200,,76,15,1565,179,13,58480
20281,58481,212,85714,44.0,31,175,58,212,0,212,183,0,212,0,212,9,239300,,99,13,3565,183,23,58481
20282,58482,979,58304,50.8,201,694,132,958,0,897,785,0,979,0,977,103,165500,700,345,126,7600,798,140,58482
20283,58483,354,80568,48.4,49,265,63,328,1,323,296,0,354,0,354,53,125000,,122,17,1460,312,75,58483
20284,58484,99,105625,37.5,20,69,14,99,0,99,69,0,99,0,99,0,,,32,7,,69,3,58484
20285,58486,164,121250,41.1,27,115,6,164,0,164,128,8,164,0,164,4,93100,,67,7,1475,129,8,58486
20286,58487,617,44500,35.0,88,344,58,515,5,515,419,3,617,0,553,126,91100,800,156,46,3715,446,87,58487
20287,58488,149,73295,64.3,60,131,8,149,0,138,142,0,149,0,149,9,,479,89,16,,142,18,58488
20288,58490,297,88750,49.4,74,223,31,283,0,283,233,0,297,0,297,43,119200,,111,6,2475,248,37,58490
20289,58492,387,91250,54.8,79,307,56,367,0,367,358,18,387,0,387,10,250000,583,148,24,4040,365,59,58492
20290,58494,422,83482,32.6,61,247,33,377,0,377,315,0,422,2,422,6,137500,1031,101,36,4420,338,96,58494
20291,58495,1204,69107,47.5,247,911,166,1087,16,1085,973,4,1127,0,1131,156,114900,640,381,113,5360,996,112,58495
20292,58496,125,68563,65.3,24,123,9,120,0,120,125,0,125,0,125,8,179400,425,57,20,1060,125,11,58496
20293,58497,178,107813,47.8,31,133,29,178,0,178,170,11,178,0,178,27,252500,,77,12,2100,170,30,58497
20294,58501,28579,65777,37.8,3862,19611,2655,23843,1196,23492,23514,595,27353,38,26994,3560,266100,914,7269,4554,191675,23780,5116,58501
20295,58503,36944,101618,39.1,4035,24876,4136,33490,458,33167,28690,230,36564,95,36445,1714,378800,1108,11168,3889,324240,29102,3535,58503
20296,58504,29545,79652,35.5,4030,19528,3418,25602,258,25334,23329,573,29118,0,27956,2033,275900,935,8896,2808,274780,23778,4897,58504
20297,58505,0,,-666667000.0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,58505
20298,58520,253,89643,50.3,106,201,7,253,0,253,201,0,253,0,253,23,86700,,104,6,4145,204,38,58520
20299,58521,705,128048,55.1,176,584,62,654,0,654,637,7,705,0,705,11,398000,,282,27,11825,643,98,58521
20300,58523,3272,90268,40.9,501,2233,402,3061,0,3061,2746,24,3155,0,3155,209,221300,1054,1137,236,24880,2751,444,58523
20301,58524,62,66250,59.7,13,54,12,61,0,61,57,0,62,0,62,5,,,31,0,560,57,0,58524
20302,58528,766,23000,20.5,117,368,34,20,6,20,453,46,766,46,766,467,193800,420,53,107,2340,459,105,58528
20303,58529,717,60469,47.2,163,502,77,658,0,658,544,13,717,0,717,130,72300,447,262,37,5580,553,43,58529
20304,58530,1113,82250,40.5,223,733,52,986,0,986,798,23,1113,0,1112,186,192900,586,331,76,9005,807,46,58530
20305,58531,341,77188,66.1,106,323,72,332,0,332,329,4,341,0,341,23,317000,,185,0,1320,331,12,58531
20306,58532,275,42237,50.1,50,189,29,269,0,243,227,0,275,0,275,61,195000,947,102,56,2945,228,66,58532
20307,58533,957,53500,50.5,177,726,107,874,2,869,768,17,913,0,913,149,120300,638,361,91,6275,783,103,58533
20308,58535,444,62500,52.9,119,342,46,412,0,408,365,4,444,0,438,46,109500,913,192,32,4275,367,32,58535
20309,58538,2274,39432,26.0,232,1163,172,84,1,84,1573,194,2246,16,2228,910,90000,417,230,398,6815,1610,522,58538
20310,58540,3154,78068,46.0,680,2253,385,2559,13,2538,2479,13,3054,11,3055,232,230300,780,1030,214,28650,2555,324,58540
20311,58541,548,90391,49.7,93,396,103,527,0,521,438,8,548,0,548,25,124400,1313,198,25,6055,441,30,58541
20312,58542,250,43125,49.3,74,178,15,235,0,235,189,1,250,0,250,18,97100,1583,89,14,715,196,32,58542
20313,58544,565,66250,52.3,145,410,67,513,6,502,465,2,565,0,565,43,129000,680,197,50,4430,465,69,58544
20314,58545,3247,76500,47.1,461,2378,436,2968,20,2879,2583,65,3217,69,3215,319,191400,1055,1133,267,24425,2626,327,58545
20315,58549,299,65962,31.3,42,180,15,277,0,277,204,0,299,6,299,9,164800,,91,7,2300,204,27,58549
20316,58552,1358,62000,57.5,343,1104,167,1298,0,1298,1167,15,1358,0,1358,104,109100,618,568,164,13810,1175,95,58552
20317,58554,28814,83542,36.0,4501,19563,2801,25289,431,25074,22739,325,28305,0,28356,2279,264100,981,8212,3192,281205,23150,4284,58554
20318,58558,913,103438,42.6,140,609,87,844,0,842,755,28,913,0,913,34,289900,1214,269,38,12890,760,114,58558
20319,58559,364,108250,41.2,67,260,21,352,8,352,270,4,364,0,364,26,245000,,124,19,5215,270,5,58559
20320,58560,288,,26.5,20,146,12,210,0,210,186,0,288,0,288,18,317600,784,75,15,4360,187,39,58560
20321,58561,1039,53611,46.5,176,754,153,1034,0,1029,834,2,997,0,997,85,93800,775,364,86,5020,865,105,58561
20322,58562,301,63438,59.4,85,241,23,296,0,276,266,1,301,0,301,44,81900,,128,8,1340,274,36,58562
20323,58563,1951,71875,53.3,403,1532,196,1906,0,1896,1630,15,1854,2,1823,112,194200,871,633,102,25880,1644,212,58563
20324,58564,98,56429,34.5,35,72,26,95,0,95,72,0,96,0,96,6,,,50,2,,75,25,58564
20325,58565,182,86250,63.2,53,173,29,180,0,180,175,0,182,0,182,10,219000,,82,21,2060,176,9,58565
20326,58566,255,46890,42.2,105,182,33,250,0,250,188,3,255,0,255,4,,,64,38,4475,188,10,58566
20327,58568,526,52857,32.7,140,323,42,163,2,155,399,34,524,5,521,77,95000,750,96,56,4700,401,93,58568
20328,58569,108,,40.3,21,69,8,108,0,108,69,0,108,0,108,9,,,44,0,2615,74,3,58569
20329,58570,484,77917,33.4,100,284,27,323,1,323,334,4,484,0,466,67,139300,,140,11,4780,345,56,58570
20330,58571,784,55104,39.8,147,508,98,767,1,767,582,6,768,0,768,157,121900,485,273,24,7900,592,58,58571
20331,58572,337,81563,57.6,96,280,48,308,0,287,293,2,337,0,337,90,437500,,126,7,4965,293,53,58572
20332,58573,763,59432,46.4,169,525,55,761,0,761,636,5,698,0,698,32,102200,541,223,54,3515,640,97,58573
20333,58575,850,75521,50.0,152,636,97,819,0,819,709,0,833,10,833,87,174600,815,321,59,6975,717,78,58575
20334,58576,1073,86106,46.4,198,758,121,956,5,956,870,26,1073,5,1061,56,199700,684,423,70,13485,902,106,58576
20335,58577,1850,76063,37.0,314,1297,249,1745,13,1740,1396,0,1839,0,1839,142,223700,822,592,229,16925,1417,225,58577
20336,58579,1022,82986,46.5,172,744,161,970,0,926,847,8,1021,0,1022,65,230600,808,399,48,14210,854,147,58579
20337,58580,523,115278,35.7,54,450,97,491,0,491,453,0,523,0,523,13,263300,933,246,18,5565,456,57,58580
20338,58581,291,93611,48.4,65,203,44,287,0,287,237,0,291,0,291,24,32500,500,116,34,2090,241,43,58581
